GRG08GN00B    0    f    4
GRG09GN00A    1    0    4
GRG12WN00B    1    7    4
GRG13GN00A    1    8    4
GRS03BN01X    0    4    4
GRS05GN05X    0    8    f
GRS07WN05X    0    d    f
GRS12WN01X    1    7    f
GRS16WN01X    1    f    f
SEP12XN00A    2    1    a
